# Job id 0
# Devices visible to TensorFlow: [_DeviceAttributes(/job:localhost/replica:0/task:0/device:CPU:0, CPU, 268435456, 13946799777528845769), _DeviceAttributes(/job:localhost/replica:0/task:0/device:XLA_GPU:0, XLA_GPU, 17179869184, 2165413304739331498), _DeviceAttributes(/job:localhost/replica:0/task:0/device:XLA_CPU:0, XLA_CPU, 17179869184, 14111624892192816275), _DeviceAttributes(/job:localhost/replica:0/task:0/device:GPU:0, GPU, 11914978919, 15445558029187297479), _DeviceAttributes(/job:localhost/replica:0/task:0/device:GPU:1, GPU, 11914978919, 857864495103873361)]
# Loading hparams from /tmp/nmt_model/hparams
# Vocab file /tmp/nmt_data/vocab.vi exists
# Vocab file /tmp/nmt_data/vocab.en exists
  saving hparams to /tmp/nmt_model/hparams
21,BiasAdd,2048,2048,2048,4096,0,655616.0,0,0,0,0,655616.0,4.40040271159e-08,28725.8289013,0.0712947224966,0.142589444993,0.0
22,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
22,MatMul,1024,2048,524288,525312,458752,84049920.0,0,0,0,0,84508672.0,5.67210363112e-06,3702749.25039,0.141594249177,0.141870800445,179.2
22,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
22,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
23,Add,512,512,512,1024,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.0712947224966,0.142589444993,0.0
23,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
24,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
24,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
24,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
25,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
25,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
25,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
25,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
26,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
26,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
26,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
27,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
28,BiasAdd,2048,2048,2048,4096,0,655616.0,0,0,0,0,655616.0,4.40040271159e-08,28725.8289013,0.0712947224966,0.142589444993,0.0
28,Mul,512,512,4,516,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,0.713225719975,92.0061178768,0.05
29,MatMul,1024,2048,524288,525312,458752,84049920.0,0,0,0,0,84508672.0,5.67210363112e-06,3702749.25039,0.141594249177,0.141870800445,179.2
31,Add,512,512,512,1024,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.0712947224966,0.142589444993,0.0
31,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
32,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
32,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
33,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
33,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
33,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
33,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
34,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
34,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
34,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
34,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
35,Mul,512,512,4,516,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,0.713225719975,92.0061178768,0.05
35,BiasAdd,2048,2048,2048,4096,0,655616.0,0,0,0,0,655616.0,4.40040271159e-08,28725.8289013,0.0712947224966,0.142589444993,0.0
36,MatMul,1024,2048,524288,525312,458752,84049920.0,0,0,0,0,84508672.0,5.67210363112e-06,3702749.25039,0.141594249177,0.141870800445,179.2
38,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
41,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
42,Mul,512,512,4,516,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,0.713225719975,92.0061178768,0.05
total filter bytes, 10917432.0
total in feature bytes, 38928.0
total out feature bytes, 111780.0
total compute, 351598019.0
total latency, 2.3598766293e-05
,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254
sync latency (mesh), 0.503631492507,0.701666175586,0.786747069758,0.834068544678,0.864202437517,0.885073587029,0.900383895752,0.912094519991,0.921341428249,0.928828105722,0.935013484746,0.940209715315,0.94463650286,0.948452971457,0.951777198047,0.954698646082,0.957286337786,0.959594376877,0.961665772559,0.963535144644,0.965230673987,0.966775532954,0.968188950765,0.969487018004,0.970683301883,0.971789322234,0.972814923669,0.973768569415,0.974657575394,0.975488298269,0.976266287669,0.976996410332,0.977682952002,0.978329701621,0.978940021283,0.979516904702,0.980063026315,0.980580782742,0.981072327949,0.981539603198,0.981984362669,0.982408195469,0.982812544604,0.983198723386,0.983567929691,0.983921258366,0.98425971207,0.984584210783,0.984895600151,0.985194658847,0.985482105073,0.985758602316,0.986024764464,0.986281160354,0.986528317829,0.98676672737,0.986996845338,0.987219096896,0.987433878625,0.987641560892,0.987842489974,0.988036989992,0.988225364649,0.988407898818,0.988584859975,0.98875649951,0.988923053916,0.98908474588,0.989241785271,0.989394370053,0.989542687115,0.989686913037,0.98982721479,0.98996375038,0.990096669444,0.990226113793,0.990352217922,0.990475109472,0.990594909662,0.990711733689,0.990825691096,0.990936886117,0.99104541799,0.991151381258,0.991254866041,0.991355958291,0.991454740032,0.99155128958,0.991645681753,0.99173798806,0.991828276885,0.991916613657,0.992003061002,0.992087678899,0.992170524814,0.992251653831,0.992331118772,0.992408970319,0.992485257112,0.992560025858,0.992633321421,0.992705186918,0.992775663797,0.992844791919,0.992912609636,0.992979153858,0.993044460122,0.993108562656,0.993171494437,0.993233287248,0.993293971732,0.993353577443,0.993412132893,0.993469665598,0.993526202121,0.993581768115,0.993636388356,0.993690086787,0.993742886548,0.993794810012,0.993845878814,0.993896113883,0.993945535472,0.993994163181,0.994042015987,0.994089112265,0.994135469815
sync latency (xbar), 0.860799622802,0.925193247305,0.948853462749,0.961143250009,0.968671132412,0.973755575661,0.977420122583,0.980186684481,0.982349306343,0.984086286901,0.985512028326,0.986703305788,0.987713561572,0.988581143097,0.989334280869,0.989994218386,0.990577247775,0.991096072927,0.991560745799,0.991979324083,0.9923583424,0.992703155928,0.993018195012,0.993307156548,0.99357314973,0.993818808371,0.994046378414,0.994257786793,0.994454696134,0.994638548567,0.994810601106,0.99497195443,0.995123576451,0.995266321749,0.995400947687,0.995528127852,0.995648463328,0.995762492197,0.995870697577,0.995973514474,0.996071335615,0.996164516474,0.996253379577,0.996338218239,0.996419299795,0.996496868415,0.996571147561,0.996642342135,0.996710640366,0.996776215475,0.996839227139,0.996899822791,0.99695813877,0.997014301347,0.997068427635,0.997120626408,0.997170998826,0.997219639094,0.997266635046,0.997312068677,0.997356016619,0.997398550574,0.997439737701,0.997479640975,0.997518319503,0.997555828819,0.997592221149,0.997627545657,0.997661848659,0.997695173835,0.997727562407,0.997759053312,0.99778968336,0.997819487374,0.997848498324,0.997876747449,0.997904264368,0.997931077185,0.997957212583,0.997982695914,0.998007551281,0.998031801612,0.998055468735,0.998078573437,0.998101135532,0.998123173911,0.998144706601,0.998165750809,0.998186322972,0.998206438795,0.998226113296,0.998245360842,0.99826419518,0.998282629475,0.99830067634,0.998318347861,0.998335655627,0.998352610755,0.998369223914,0.998385505346,0.998401464889,0.998417111995,0.99843245575,0.99844750489,0.998462267822,0.998476752631,0.998490967106,0.998504918742,0.998518614765,0.998532062135,0.998545267562,0.998558237518,0.998570978245,0.998583495767,0.998595795899,0.998607884255,0.998619766257,0.998631447146,0.998642931983,0.998654225664,0.998665332922,0.998676258334,0.998687006331,0.998697581199,0.998707987087,0.998718228014,0.998728307872
  learning_rate=1, warmup_steps=0, warmup_scheme=t2t
  decay_scheme=, start_decay_step=12000, decay_steps 0, decay_factor 1
# Trainable variables
Format: <name>, <shape>, <(soft) device placement>
  embeddings/encoder/embedding_encoder:0, (7709, 128), /device:GPU:0
  embeddings/decoder/embedding_decoder:0, (17191, 128), /device:GPU:0
  dynamic_seq2seq/encoder/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/kernel:0, (256, 512), /device:GPU:0
  dynamic_seq2seq/encoder/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/bias:0, (512,), /device:GPU:0
  dynamic_seq2seq/encoder/rnn/multi_rnn_cell/cell_1/basic_lstm_cell/kernel:0, (256, 512), /device:GPU:0
  dynamic_seq2seq/encoder/rnn/multi_rnn_cell/cell_1/basic_lstm_cell/bias:0, (512,), /device:GPU:0
  dynamic_seq2seq/decoder/multi_rnn_cell/cell_0/basic_lstm_cell/kernel:0, (256, 512), /device:GPU:0
  dynamic_seq2seq/decoder/multi_rnn_cell/cell_0/basic_lstm_cell/bias:0, (512,), /device:GPU:0
  dynamic_seq2seq/decoder/multi_rnn_cell/cell_1/basic_lstm_cell/kernel:0, (256, 512), /device:GPU:0
  dynamic_seq2seq/decoder/multi_rnn_cell/cell_1/basic_lstm_cell/bias:0, (512,), /device:GPU:0
  dynamic_seq2seq/decoder/output_projection/kernel:0, (128, 17191), /device:GPU:0
# Creating eval graph ...
# Build a basic encoder
  num_layers = 2, num_residual_layers=0
  cell 0  LSTM, forget_bias=1  DeviceWrapper, device=/gpu:0
  cell 1  LSTM, forget_bias=1  DeviceWrapper, device=/gpu:0
  cell 0  LSTM, forget_bias=1  DeviceWrapper, device=/gpu:0
  cell 1  LSTM, forget_bias=1  DeviceWrapper, device=/gpu:0
1,MatMul,4,68764,8801792,8801796,6601472,2364352.0,0,0,0,0,8965824.0,6.01773541848e-07,392837.768119,22.4056664464,22.4056766287,2578.7
1,MatMul,4,68764,8801792,8801796,6601472,2364352.0,0,0,0,0,8965824.0,6.01773541848e-07,392837.768119,22.4056664464,22.4056766287,2578.7
4,Prod,8,4,4,12,2,0,0,0,0,0,2,1.34237197127e-13,0.0876300422847,45.6464460784,136.939338235,0.00078125
4,Prod,8,4,4,12,2,0,0,0,0,0,2,1.34237197127e-13,0.0876300422847,45.6464460784,136.939338235,0.00078125
4,Prod,4,4,4,8,1,0,0,0,0,0,1,6.71185985637e-14,0.0438150211424,91.2928921569,182.585784314,0.000390625
4,Prod,4,4,4,8,1,0,0,0,0,0,1,6.71185985637e-14,0.0438150211424,91.2928921569,182.585784314,0.000390625
10,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
10,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
11,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
11,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
11,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
11,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
12,Add,512,512,512,1024,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.0712947224966,0.142589444993,0.0
12,Add,512,512,512,1024,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.0712947224966,0.142589444993,0.0
13,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
13,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
13,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
13,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
13,BiasAdd,2048,2048,2048,4096,0,655616.0,0,0,0,0,655616.0,4.40040271159e-08,28725.8289013,0.0712947224966,0.142589444993,0.0
13,BiasAdd,2048,2048,2048,4096,0,655616.0,0,0,0,0,655616.0,4.40040271159e-08,28725.8289013,0.0712947224966,0.142589444993,0.0
14,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
14,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
14,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
14,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
14,MatMul,1024,2048,524288,525312,458752,84049920.0,0,0,0,0,84508672.0,5.67210363112e-06,3702749.25039,0.141594249177,0.141870800445,179.2
14,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
14,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
14,MatMul,1024,2048,524288,525312,458752,84049920.0,0,0,0,0,84508672.0,5.67210363112e-06,3702749.25039,0.141594249177,0.141870800445,179.2
15,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
15,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
16,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
16,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
17,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
17,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
18,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
18,Add,512,512,512,1024,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.0712947224966,0.142589444993,0.0
19,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
19,BiasAdd,2048,2048,2048,4096,0,655616.0,0,0,0,0,655616.0,4.40040271159e-08,28725.8289013,0.0712947224966,0.142589444993,0.0
19,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
19,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
19,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
19,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
20,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
20,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
20,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
20,Mul,512,512,4,516,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,0.713225719975,92.0061178768,0.05
20,MatMul,1024,2048,524288,525312,458752,84049920.0,0,0,0,0,84508672.0,5.67210363112e-06,3702749.25039,0.141594249177,0.141870800445,179.2
20,Add,512,512,512,1024,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.0712947224966,0.142589444993,0.0
21,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
21,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
21,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
21,BiasAdd,2048,2048,2048,4096,0,655616.0,0,0,0,0,655616.0,4.40040271159e-08,28725.8289013,0.0712947224966,0.142589444993,0.0
22,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
22,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
22,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
22,MatMul,1024,2048,524288,525312,458752,84049920.0,0,0,0,0,84508672.0,5.67210363112e-06,3702749.25039,0.141594249177,0.141870800445,179.2
23,Add,512,512,512,1024,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.0712947224966,0.142589444993,0.0
23,Add,512,512,512,1024,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.0712947224966,0.142589444993,0.0
23,Add,512,512,4,516,0,163904.0,0,0,0,0,163904.0,1.1001006779e-08,7181.45722532,0.000556990019504,0.0718517125161,0.0
24,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
24,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
24,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
24,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
24,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
25,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
25,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
25,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
25,Mul,512,512,512,1024,128,0,0,0,0,0,128,8.59118061615e-12,5.60832270622,91.2928921569,182.585784314,0.05
25,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
25,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
25,Sigmoid,512,512,0,512,128,128,0,0,128,0,384,2.57735418484e-11,16.8249681187,0.0,30.4309640523,0.05
25,Tanh,512,512,0,512,0,0,0,0,0,128,128,8.59118061615e-12,5.60832270622,0.0,91.2928921569,0.0
