Layer(type),Depth,Width,Height,Param#
ReLU-326,728,33,33,0
Conv2d-327,728,33,33,6,552
BatchNorm2d-328,728,33,33,1,456
Conv2d-329,728,33,33,529,984
SeparableConv2d-330,728,33,33,0
BatchNorm2d-331,728,33,33,1,456
ReLU-332,728,33,33,0
ReLU-333,728,33,33,0
Conv2d-334,728,33,33,6,552
BatchNorm2d-335,728,33,33,1,456
Conv2d-336,728,33,33,529,984
SeparableConv2d-337,728,33,33,0
BatchNorm2d-338,728,33,33,1,456
Block-339,728,33,33,0
ReLU-340,728,33,33,0
ReLU-341,728,33,33,0
Conv2d-342,728,33,33,6,552
BatchNorm2d-343,728,33,33,1,456
Conv2d-344,728,33,33,529,984
SeparableConv2d-345,728,33,33,0
BatchNorm2d-346,728,33,33,1,456
ReLU-347,728,33,33,0
ReLU-348,728,33,33,0
Conv2d-349,728,33,33,6,552
BatchNorm2d-350,728,33,33,1,456
Conv2d-351,728,33,33,529,984
SeparableConv2d-352,728,33,33,0
BatchNorm2d-353,728,33,33,1,456
ReLU-354,728,33,33,0
ReLU-355,728,33,33,0
Conv2d-356,728,33,33,6,552
BatchNorm2d-357,728,33,33,1,456
Conv2d-358,728,33,33,529,984
SeparableConv2d-359,728,33,33,0
BatchNorm2d-360,728,33,33,1,456
Block-361,728,33,33,0
ReLU-362,728,33,33,0
ReLU-363,728,33,33,0
Conv2d-364,728,33,33,6,552
BatchNorm2d-365,728,33,33,1,456
Conv2d-366,728,33,33,529,984
SeparableConv2d-367,728,33,33,0
BatchNorm2d-368,728,33,33,1,456
ReLU-369,728,33,33,0
ReLU-370,728,33,33,0
Conv2d-371,728,33,33,6,552
BatchNorm2d-372,728,33,33,1,456
Conv2d-373,728,33,33,529,984
SeparableConv2d-374,728,33,33,0
BatchNorm2d-375,728,33,33,1,456
ReLU-376,728,33,33,0
ReLU-377,728,33,33,0
Conv2d-378,728,33,33,6,552
BatchNorm2d-379,728,33,33,1,456
Conv2d-380,728,33,33,529,984
SeparableConv2d-381,728,33,33,0
BatchNorm2d-382,728,33,33,1,456
Block-383,728,33,33,0
ReLU-384,728,33,33,0
ReLU-385,728,33,33,0
Conv2d-386,728,33,33,6,552
BatchNorm2d-387,728,33,33,1,456
Conv2d-388,728,33,33,529,984
SeparableConv2d-389,728,33,33,0
BatchNorm2d-390,728,33,33,1,456
ReLU-391,728,33,33,0
ReLU-392,728,33,33,0
Conv2d-393,728,33,33,6,552
BatchNorm2d-394,728,33,33,1,456
Conv2d-395,728,33,33,529,984
SeparableConv2d-396,728,33,33,0
BatchNorm2d-397,728,33,33,1,456
ReLU-398,728,33,33,0
ReLU-399,728,33,33,0
Conv2d-400,728,33,33,6,552
BatchNorm2d-401,728,33,33,1,456
Conv2d-402,728,33,33,529,984
SeparableConv2d-403,728,33,33,0
BatchNorm2d-404,728,33,33,1,456
Block-405,728,33,33,0
ReLU-406,728,33,33,0
ReLU-407,728,33,33,0
Conv2d-408,728,33,33,6,552
BatchNorm2d-409,728,33,33,1,456
Conv2d-410,728,33,33,529,984
SeparableConv2d-411,728,33,33,0
BatchNorm2d-412,728,33,33,1,456
ReLU-413,728,33,33,0
ReLU-414,728,33,33,0
Conv2d-415,728,33,33,6,552
BatchNorm2d-416,728,33,33,1,456
Conv2d-417,728,33,33,529,984
SeparableConv2d-418,728,33,33,0
BatchNorm2d-419,728,33,33,1,456
ReLU-420,728,33,33,0
ReLU-421,728,33,33,0
Conv2d-422,728,33,33,6,552
BatchNorm2d-423,728,33,33,1,456
Conv2d-424,728,33,33,529,984
SeparableConv2d-425,728,33,33,0
BatchNorm2d-426,728,33,33,1,456
Block-427,728,33,33,0
ReLU-428,728,33,33,0
ReLU-429,728,33,33,0
Conv2d-430,728,33,33,6,552
BatchNorm2d-431,728,33,33,1,456
Conv2d-432,728,33,33,529,984
SeparableConv2d-433,728,33,33,0
BatchNorm2d-434,728,33,33,1,456
ReLU-435,728,33,33,0
ReLU-436,728,33,33,0
Conv2d-437,728,33,33,6,552
BatchNorm2d-438,728,33,33,1,456
Conv2d-439,1024,33,33,745,472
SeparableConv2d-440,1024,33,33,0
BatchNorm2d-441,1024,33,33,2,048
ReLU-442,1024,33,33,0
ReLU-443,1024,33,33,0
Conv2d-444,1024,33,33,9,216
BatchNorm2d-445,1024,33,33,2,048
Conv2d-446,1024,33,33,1,048,576
SeparableConv2d-447,1024,33,33,0
BatchNorm2d-448,1024,33,33,2,048
Conv2d-449,1024,33,33,745,472
BatchNorm2d-450,1024,33,33,2,048
Block-451,1024,33,33,0
ReLU-452,1024,33,33,0
Conv2d-453,1024,33,33,9,216
BatchNorm2d-454,1024,33,33,2,048
Conv2d-455,1536,33,33,1,572,864
SeparableConv2d-456,1536,33,33,0
BatchNorm2d-457,1536,33,33,3,072
ReLU-458,1536,33,33,0
Conv2d-459,1536,33,33,13,824
BatchNorm2d-460,1536,33,33,3,072
Conv2d-461,1536,33,33,2,359,296
SeparableConv2d-462,1536,33,33,0
BatchNorm2d-463,1536,33,33,3,072
ReLU-464,1536,33,33,0
Conv2d-465,1536,33,33,13,824
BatchNorm2d-466,1536,33,33,3,072
Conv2d-467,2048,33,33,3,145,728
SeparableConv2d-468,2048,33,33,0
BatchNorm2d-469,2048,33,33,4,096
ReLU-470,2048,33,33,0
AlignedXception-471,[2048,33,33,128,129,1290
Conv2d-472,256,33,33,524,288
BatchNorm2d-473,256,33,33,512
ReLU-474,256,33,33,0
_ASPPModule-475,256,33,33,0
Conv2d-476,256,33,33,4,718,592
BatchNorm2d-477,256,33,33,512
ReLU-478,256,33,33,0
_ASPPModule-479,256,33,33,0
Conv2d-480,256,33,33,4,718,592
BatchNorm2d-481,256,33,33,512
ReLU-482,256,33,33,0
_ASPPModule-483,256,33,33,0
Conv2d-484,256,33,33,4,718,592
BatchNorm2d-485,256,33,33,512
ReLU-486,256,33,33,0
_ASPPModule-487,256,33,33,0
AdaptiveAvgPool2d-488,2048,1,1,0
Conv2d-489,256,1,1,524,288
BatchNorm2d-490,256,1,1,512
ReLU-491,256,1,1,0
Conv2d-492,256,33,33,327,680
BatchNorm2d-493,256,33,33,512
ReLU-494,256,33,33,0
Dropout-495,256,33,33,0
ASPP-496,256,33,33,0
Conv2d-497,48,129,129,6,144
BatchNorm2d-498,48,129,129,96
ReLU-499,48,129,129,0
Conv2d-500,256,129,129,700,416
BatchNorm2d-501,256,129,129,512
ReLU-502,256,129,129,0
Dropout-503,256,129,129,0
Conv2d-504,256,129,129,589,824
BatchNorm2d-505,256,129,129,512
ReLU-506,256,129,129,0
Dropout-507,256,129,129,0
Conv2d-508,19,129,129,4,883
Decoder-509,19,129,129,0
DeepLab-510,19,513,513,0
